code,name,lat,lon,radius_m
93220,93220,35.403611,-118.756525,4662
93221,93221,36.295018,-119.02602,10416
93222,93222,34.842425,-119.203723,4851
93223,93223,36.30455,-119.20489,1428
93224,93224,35.228141,-119.569251,4295
93225,93225,34.768503,-119.030293,12088
93226,93226,35.735652,-118.738373,8785
93230,93230,36.29223,-119.622676,14715
93234,93234,36.191261,-120.090077,8128
93235,93235,36.389827,-119.219896,1541
93238,93238,35.729087,-118.391794,10205
93239,93239,36.04719,-119.990217,7258
93240,93240,35.617547,-118.452285,7852
93241,93241,35.254701,-118.912678,1844
93242,93242,36.442076,-119.727732,5819
93243,93243,34.7727,-118.791975,11132
93244,93244,36.488679,-118.998074,7489
93245,93245,36.29227,-119.829463,9857
93247,93247,36.206255,-119.071081,7900
93249,93249,35.621697,-119.887747,13558
93250,93250,35.665082,-119.197958,8350
93251,93251,35.335705,-119.758248,10497
93252,93252,34.710034,-119.243808,23663
93254,93254,34.966867,-119.810433,10610
93255,93255,35.67733,-118.101417,13351
93256,93256,35.960636,-119.312992,8115
93257,93257,35.988087,-118.860221,19154
93258,93258,36.05438,-119.150397,597
93260,93260,35.817283,-118.669148,5206
93261,93261,35.808533,-119.128082,2645
93262,93262,36.615624,-118.697574,8605
93263,93263,35.492811,-119.286859,8642
93265,93265,36.245404,-118.693313,17560
93266,93266,36.145394,-119.867288,6778
93267,93267,36.151213,-119.049114,7872
93268,93268,35.162402,-119.42517,5882
93270,93270,35.955575,-119.092555,7136
93271,93271,36.469206,-118.800757,17691
93272,93272,36.047354,-119.344428,8309
93274,93274,36.178091,-119.370752,13285
93276,93276,35.299176,-119.358368,751
93277,93277,36.301334,-119.372586,5742
93280,93280,35.652242,-119.4464,16297
93283,93283,35.592099,-118.297698,12977
93285,93285,35.71536,-118.507495,6235
93286,93286,36.46271,-119.093242,8392
93287,93287,35.757895,-118.988161,6787
93291,93291,36.391777,-119.372842,8352
93292,93292,36.373384,-119.211765,9466
93301,93301,35.384336,-119.020562,1856
93304,93304,35.339702,-119.023452,2502
93305,93305,35.38975,-118.985185,2211
93306,93306,35.468193,-118.779751,8521
93307,93307,35.24512,-118.9411,10700
93308,93308,35.621092,-118.789678,16139
93309,93309,35.343046,-119.06504,2958
93311,93311,35.192404,-119.175866,11820
93312,93312,35.393476,-119.120455,3541
93313,93313,35.163203,-119.046327,9065
93314,93314,35.393866,-119.244846,9032
93401,93401,35.235871,-120.615914,7591
93402,93402,35.295232,-120.835468,4897
93405,93405,35.300465,-120.734843,8506
93410,93410,35.301198,-120.660939,261
93420,93420,35.176011,-120.476757,12428
93422,93422,35.465349,-120.689439,7062
93424,93424,35.185918,-120.731786,1473
93426,93426,35.849603,-120.943155,13227
93427,93427,34.610336,-120.218476,6793
93428,93428,35.585,-121.041474,7967
93429,93429,34.867662,-120.539904,2476
93430,93430,35.484767,-120.944173,7717
93432,93432,35.47852,-120.481435,8616
93433,93433,35.120888,-120.619664,1336
93434,93434,34.906979,-120.582698,5216
93436,93436,34.599926,-120.376532,13437
93437,93437,34.737964,-120.543739,5655
93440,93440,34.714744,-120.231561,5756
93441,93441,34.7722,-119.987272,6726
93442,93442,35.401398,-120.799935,6082
93444,93444,35.037198,-120.504593,7535
93445,93445,35.044075,-120.620707,3721
93446,93446,35.663149,-120.749674,18567
93449,93449,35.160934,-120.653342,2871
93450,93450,36.085423,-120.818522,11829
93451,93451,35.882243,-120.610822,20508
93452,93452,35.746485,-121.223348,9699
93453,93453,35.303925,-120.256566,22660
93454,93454,34.923013,-120.259463,18762
93455,93455,34.831792,-120.433509,9440
93458,93458,34.95934,-120.490081,4764
93460,93460,34.653533,-120.007153,10086
93461,93461,35.652911,-120.266428,17086
93463,93463,34.624601,-120.137595,4989
93465,93465,35.540027,-120.733662,8518
93501,93501,35.067111,-118.184941,11622
93505,93505,35.16374,-117.886527,8030
93510,93510,34.450906,-118.227614,7699
93512,93512,37.891866,-118.554569,10208
93513,93513,37.131989,-118.15588,23024
93514,93514,37.492115,-118.390408,30329
93516,93516,35.004721,-117.632104,3986
93517,93517,38.235504,-119.454438,22112
93518,93518,35.385111,-118.491168,15677
93519,93519,35.294349,-117.925785,8072
93522,93522,36.316298,-117.592333,6171
93523,93523,34.948256,-117.84291,8961
93524,93524,34.931987,-117.907127,1300
93526,93526,36.823834,-118.281246,10618
93527,93527,36.119622,-118.177124,21205
93528,93528,35.37167,-117.64322,1777
93529,93529,37.815507,-119.095647,5024
93530,93530,36.476096,-117.860557,793
93531,93531,35.221906,-118.582566,5318
93532,93532,34.689848,-118.533689,9678
93534,93534,34.713333,-118.152788,3828
93535,93535,34.713656,-117.86466,14584
93536,93536,34.74739,-118.369249,14152
93541,93541,37.973561,-119.108212,14857
93543,93543,34.481108,-117.982006,6998
93544,93544,34.495537,-117.756645,9502
93545,93545,36.556387,-118.054221,9384
93546,93546,37.549126,-118.839814,11917
93549,93549,36.212203,-117.948532,16630
93550,93550,34.408549,-118.123592,12716
93551,93551,34.604105,-118.239213,7765
93552,93552,34.570867,-118.023744,6321
93553,93553,34.407332,-117.911841,8443
93554,93554,35.413944,-117.764333,7814
93555,93555,35.606509,-117.683472,8200
93558,93558,35.347891,-117.621368,1737
93560,93560,34.866894,-118.339832,11464
93561,93561,35.118772,-118.493811,14756
93562,93562,35.746163,-117.386819,5710
93563,93563,34.402526,-117.766068,5756
93591,93591,34.597861,-117.815573,8240
93592,93592,35.852815,-117.224709,11410
93601,93601,37.393471,-119.741037,6066
93602,93602,37.03116,-119.318751,10881
93603,93603,36.622507,-118.957187,5989
93604,93604,37.344025,-119.421895,10769
93605,93605,37.203158,-119.249243,585
93606,93606,36.803197,-120.018564,351
93608,93608,36.492478,-120.355526,9478
93609,93609,36.526597,-119.864103,7118
93610,93610,37.098303,-120.281212,14980
93611,93611,36.824452,-119.680031,3031
93612,93612,36.814849,-119.711909,2321
93614,93614,37.209821,-119.749802,9730
93615,93615,36.503323,-119.286328,3713
93616,93616,36.655353,-119.593861,3382
93618,93618,36.521001,-119.389442,7412
93619,93619,36.914176,-119.593979,12137
93620,93620,37.019998,-120.625366,12000
93621,93621,36.799427,-119.151446,7391
93622,93622,36.814503,-120.57524,17096
93623,93623,37.494877,-119.64428,5041
93624,93624,36.378573,-120.116578,9610
93625,93625,36.624539,-119.671874,4514
93626,93626,37.043286,-119.691306,9060
93627,93627,36.474404,-120.061497,5421
93628,93628,36.772209,-118.935729,5439
93630,93630,36.72725,-120.123426,11328
93631,93631,36.480065,-119.517339,8131
93633,93633,36.822163,-118.649328,4158
93634,93634,37.223609,-119.000936,31252
93635,93635,37.068018,-120.843506,14691
93636,93636,36.984885,-119.873914,12695
93637,93637,36.918079,-120.185933,14933
93638,93638,37.043434,-120.033693,8841
93640,93640,36.672683,-120.446521,9653
93641,93641,36.69718,-119.022995,5130
93643,93643,37.22469,-119.470729,10131
93644,93644,37.377787,-119.632385,8745
93645,93645,37.183302,-119.637925,6639
93646,93646,36.644738,-119.289181,5926
93647,93647,36.60076,-119.175485,9386
93648,93648,36.620634,-119.520731,4348
93650,93650,36.840812,-119.799802,763
93651,93651,37.002388,-119.514858,4866
93652,93652,36.595012,-119.904577,1304
93653,93653,37.248335,-119.944935,13988
93654,93654,36.658709,-119.401274,9016
93656,93656,36.450944,-119.936819,9516
93657,93657,36.816858,-119.458702,13269
93660,93660,36.585446,-120.173897,8182
93662,93662,36.536573,-119.638651,8059
93664,93664,37.094954,-119.215829,12571
93665,93665,36.960114,-120.6481,834
93666,93666,36.547067,-119.335641,555
93667,93667,36.951541,-119.333212,9581
93668,93668,36.650275,-120.284085,5267
93669,93669,37.290909,-119.548365,2368
93673,93673,36.452697,-119.482343,828
93675,93675,36.724723,-119.192779,8060
93701,93701,36.749663,-119.787681,1117
93702,93702,36.739177,-119.753939,2083
93703,93703,36.768859,-119.762395,1974
93704,93704,36.798496,-119.800922,2125
93705,93705,36.787297,-119.827321,2001
93706,93706,36.655905,-119.920259,11605
93710,93710,36.821179,-119.760103,2400
93711,93711,36.834412,-119.833269,3049
93720,93720,36.862209,-119.760793,2859
93721,93721,36.732891,-119.783739,1300
93722,93722,36.801799,-119.879121,3981
93723,93723,36.79348,-119.956794,5928
93725,93725,36.627211,-119.731888,7346
93726,93726,36.793666,-119.759715,2278
93727,93727,36.751227,-119.680145,5166
93728,93728,36.757295,-119.818484,1588
93730,93730,36.903919,-119.747335,2563
93901,93901,36.636994,-121.623561,3471
93905,93905,36.682351,-121.605904,2769
93906,93906,36.722676,-121.633667,3283
93907,93907,36.768531,-121.667227,6669
93908,93908,36.651823,-121.599523,13302
93920,93920,36.092636,-121.550464,17438
93921,93921,36.553175,-121.92396,857
93923,93923,36.448672,-121.849502,10311
93924,93924,36.415603,-121.637651,12511
93925,93925,36.588482,-121.399217,6697
93926,93926,36.52587,-121.396735,6988
93927,93927,36.248797,-121.386631,14749
93928,93928,36.038956,-121.244015,3969
93930,93930,36.20506,-121.010363,17253
93932,93932,35.989755,-121.064359,9111
93933,93933,36.686845,-121.786887,3249
93940,93940,36.57469,-121.840854,4110
93943,93943,36.597004,-121.874136,374
93950,93950,36.621181,-121.925179,1536
93953,93953,36.585219,-121.945282,2575
93954,93954,36.133362,-120.928512,5497
93955,93955,36.614789,-121.788022,4825
93960,93960,36.389618,-121.343146,12969
93962,93962,36.624716,-121.646487,317
94002,94002,37.514354,-122.298901,2158
94005,94005,37.688826,-122.408935,1902
94010,94010,37.57028,-122.365778,3123
94014,94014,37.690885,-122.44744,2279
94015,94015,37.681251,-122.480624,2176
94019,94019,37.469731,-122.411357,6584
94020,94020,37.274612,-122.23242,6780
94021,94021,37.270869,-122.280713,1934
94022,94022,37.357461,-122.14439,3795
94024,94024,37.352293,-122.094291,2455
94025,94025,37.456392,-122.173601,3140
94027,94027,37.453514,-122.204756,2069
94028,94028,37.37685,-122.209761,3540
94030,94030,37.59897,-122.401991,1671
94037,94037,37.554298,-122.496632,2181
94038,94038,37.526902,-122.512164,1139
94040,94040,37.380563,-122.085259,1739
94041,94041,37.38852,-122.075726,1123
94043,94043,37.414028,-122.070679,2966
94044,94044,37.606598,-122.47723,3476
94060,94060,37.247137,-122.273493,7755
94061,94061,37.461147,-122.236948,1784
94062,94062,37.413787,-122.2946,7645
94063,94063,37.493306,-122.195606,2335
94065,94065,37.535949,-122.246748,1371
94066,94066,37.625101,-122.433612,2248
94070,94070,37.496469,-122.272556,2247
94074,94074,37.331714,-122.341466,3910
94080,94080,37.65549,-122.422075,2920
94085,94085,37.388571,-122.017764,1697
94086,94086,37.371644,-122.02312,1923
94087,94087,37.351533,-122.03694,2329
94089,94089,37.412402,-122.015605,2222
94102,94102,37.779583,-122.41934,742
94103,94103,37.773152,-122.411163,1058
94104,94104,37.791412,-122.402129,253
94105,94105,37.789649,-122.393067,547
94107,94107,37.76046,-122.399724,1216
94108,94108,37.792016,-122.408583,471
94109,94109,37.795388,-122.422444,989
94110,94110,37.750021,-122.415201,1384
94111,94111,37.79937,-122.398409,532
94112,94112,37.720367,-122.442936,1666
94114,94114,37.758059,-122.435408,1084
94115,94115,37.785969,-122.437253,959
94116,94116,37.745399,-122.486065,1460
94117,94117,37.769436,-122.447662,1179
94118,94118,37.780093,-122.462605,1267
94121,94121,37.776769,-122.494707,1593
94122,94122,37.758799,-122.485127,1396
94123,94123,37.800934,-122.438366,917
94124,94124,37.728895,-122.382779,2015
94127,94127,37.736027,-122.457207,1208
94128,94128,37.626411,-122.385757,1704
94129,94129,37.79734,-122.464466,1378
94130,94130,37.820688,-122.369537,852
94131,94131,37.745917,-122.441473,1308
94132,94132,37.722214,-122.484083,1603
94133,94133,37.804531,-122.410852,788
94134,94134,37.721046,-122.413555,1406
94158,94158,37.769893,-122.387011,756
94301,94301,37.444136,-122.149914,1398
94303,94303,37.457883,-122.115097,2563
94304,94304,37.374694,-122.181851,2314
94305,94305,37.418256,-122.170871,2065
94306,94306,37.415713,-122.130761,1858
94401,94401,37.576948,-122.316903,1621
94402,94402,37.523602,-122.34492,2003
94403,94403,37.538449,-122.305447,2157
94404,94404,37.555999,-122.267679,1882
94501,94501,37.773793,-122.278115,2556
94502,94502,37.737573,-122.24552,1486
94503,94503,38.186168,-122.263565,3263
94505,94505,37.871268,-121.596984,3615
94506,94506,37.809629,-121.913241,3930
94507,94507,37.850417,-122.021098,3234
94508,94508,38.576618,-122.444388,3792
94509,94509,37.996501,-121.812301,3673
94510,94510,38.097812,-122.13648,4790
94511,94511,38.031657,-121.644878,2078
94512,94512,38.134852,-121.834156,4076
94513,94513,37.922226,-121.66874,7905
94514,94514,37.824933,-121.621888,4868
94515,94515,38.634822,-122.615051,9332
94516,94516,37.833901,-122.165034,849
94517,94517,37.897123,-121.876859,6870
94518,94518,37.950368,-122.022046,2117
94519,94519,37.988449,-122.012968,1901
94520,94520,37.995527,-122.041012,2842
94521,94521,37.956012,-121.956192,3270
94523,94523,37.954163,-122.075772,2442
94525,94525,38.052951,-122.232094,1392
94526,94526,37.814613,-121.990552,3508
94528,94528,37.845601,-121.950612,1390
94530,94530,37.921525,-122.298348,1996
94531,94531,37.965766,-121.775821,3003
94533,94533,38.280745,-122.00638,4219
94534,94534,38.24495,-122.134932,8079
94535,94535,38.282221,-121.924715,1772
94536,94536,37.570508,-121.98125,3467
94538,94538,37.501368,-121.956753,3685
94539,94539,37.516923,-121.911711,4580
94541,94541,37.673932,-122.084839,2470
94542,94542,37.659887,-122.037158,2167
94544,94544,37.633819,-122.057195,3005
94545,94545,37.605905,-122.126873,4214
94546,94546,37.717276,-122.081958,2807
94547,94547,38.010095,-122.26222,2119
94548,94548,37.974295,-121.651441,1509
94549,94549,37.897009,-122.114292,3979
94550,94550,37.519983,-121.575595,13847
94551,94551,37.750512,-121.749249,8051
94552,94552,37.722719,-122.021556,6093
94553,94553,37.993879,-122.136432,6328
94555,94555,37.547596,-122.098218,3094
94556,94556,37.840656,-122.114914,3173
94558,94558,38.441986,-122.23833,17133
94559,94559,38.230168,-122.309879,5491
94560,94560,37.504253,-122.03191,3368
94561,94561,37.993485,-121.691219,3743
94563,94563,37.87992,-122.184572,3773
94564,94564,37.994038,-122.282589,2135
94565,94565,38.014576,-121.906255,4976
94566,94566,37.645824,-121.859868,4022
94567,94567,38.706906,-122.393997,10408
94568,94568,37.715264,-121.914862,3554
94569,94569,38.044258,-122.198765,1396
94571,94571,38.148862,-121.737669,9847
94572,94572,38.032793,-122.252211,1890
94573,94573,38.458864,-122.428831,905
94574,94574,38.542448,-122.419923,10259
94575,94575,37.840961,-122.109502,371
94576,94576,38.549422,-122.476382,552
94577,94577,37.713275,-122.16735,2592
94578,94578,37.70643,-122.125303,1923
94579,94579,37.686499,-122.157227,1605
94580,94580,37.675731,-122.133017,1685
94582,94582,37.762988,-121.916174,3280
94583,94583,37.755504,-121.973009,3500
94585,94585,38.192498,-121.927529,9626
94586,94586,37.574019,-121.853833,6928
94587,94587,37.603153,-122.01864,4031
94588,94588,37.793183,-121.86063,5120
94589,94589,38.166198,-122.236289,3078
94590,94590,38.103234,-122.249096,2212
94591,94591,38.122869,-122.196863,4230
94592,94592,38.092777,-122.278107,1868
94595,94595,37.871955,-122.069381,2106
94596,94596,37.889098,-122.037553,2216
94597,94597,37.918194,-122.071671,1795
94598,94598,37.899936,-121.999244,3542
94599,94599,38.411427,-122.360502,1506
94601,94601,37.775545,-122.218705,1636
94602,94602,37.804319,-122.207544,1650
94603,94603,37.736536,-122.179442,1639
94605,94605,37.761408,-122.150198,2717
94606,94606,37.791887,-122.245334,1373
94607,94607,37.807215,-122.301497,2203
94608,94608,37.836844,-122.289143,1499
94609,94609,37.83439,-122.264372,1186
94610,94610,37.811277,-122.242707,1341
94611,94611,37.82935,-122.203507,2949
94612,94612,37.808772,-122.269166,839
94613,94613,37.780852,-122.182849,457
94618,94618,37.844821,-122.238552,1415
94619,94619,37.790447,-122.140801,3591
94621,94621,37.741882,-122.219184,2531
94702,94702,37.865771,-122.286322,1024
94703,94703,37.863903,-122.275642,1049
94704,94704,37.866528,-122.258039,938
94705,94705,37.865187,-122.238156,1653
94706,94706,37.889662,-122.295532,1100
94707,94707,37.898176,-122.27914,1180
94708,94708,37.903067,-122.26194,1672
94709,94709,37.879234,-122.266839,696
94710,94710,37.863923,-122.306465,1332
94720,94720,37.873832,-122.254944,716
94801,94801,37.952844,-122.381974,3037
94803,94803,37.959549,-122.283579,3102
94804,94804,37.915484,-122.337828,2260
94805,94805,37.942798,-122.322926,1278
94806,94806,37.98079,-122.337627,2621
94850,94850,37.902867,-122.319025,260
94901,94901,37.978138,-122.497591,3293
94903,94903,38.02213,-122.55881,4065
94904,94904,37.945512,-122.56012,2443
94920,94920,37.886768,-122.462619,2320
94922,94922,38.344946,-122.948799,3187
94923,94923,38.339415,-123.034525,4200
94924,94924,37.943087,-122.72379,4364
94925,94925,37.931846,-122.507738,1614
94928,94928,38.346421,-122.694127,2520
94929,94929,38.25242,-122.962717,935
94930,94930,37.943963,-122.616418,3629
94931,94931,38.325172,-122.716977,2288
94933,94933,38.012599,-122.687478,950
94937,94937,38.116482,-122.930353,5856
94938,94938,38.029069,-122.726523,2953
94939,94939,37.937555,-122.533519,1328
94940,94940,38.17857,-122.88319,4332
94941,94941,37.897665,-122.563172,4282
94945,94945,38.133899,-122.52719,4666
94946,94946,38.074734,-122.695265,6001
94947,94947,38.113735,-122.629525,4325
94949,94949,38.060094,-122.50641,3492
94950,94950,38.024885,-122.759933,2663
94951,94951,38.320861,-122.646138,3476
94952,94952,38.234553,-122.760385,12190
94954,94954,38.23501,-122.557369,7149
94956,94956,38.021454,-122.81817,6939
94957,94957,37.963099,-122.563622,969
94960,94960,37.995854,-122.577813,2211
94963,94963,38.013719,-122.67012,1481
94964,94964,37.943237,-122.492131,564
94965,94965,37.852904,-122.547207,3334
94970,94970,37.914473,-122.646874,2392
94971,94971,38.231547,-122.928226,3194
94972,94972,38.286772,-122.968391,3088
94973,94973,38.012697,-122.639598,1812
95002,95002,37.438672,-122.011582,3127
95003,95003,37.0067,-121.878207,5380
95004,95004,36.874755,-121.630732,3868
95005,95005,37.098768,-122.091734,3137
95006,95006,37.171267,-122.149524,6640
95007,95007,37.104964,-122.106903,686
95008,95008,37.279173,-121.955565,2310
95010,95010,36.976175,-121.95316,1063
95012,95012,36.784482,-121.759054,3507
95013,95013,37.21536,-121.741516,1114
95014,95014,37.306612,-122.080624,4729
95017,95017,37.114335,-122.237162,6421
95018,95018,37.07409,-122.05937,3936
95019,95019,36.935541,-121.783149,1001
95020,95020,37.018537,-121.554202,11341
95023,95023,36.902045,-121.350783,18433
95030,95030,37.223035,-121.983607,2919
95032,95032,37.217262,-121.924338,3634
95033,95033,37.160846,-121.983966,8687
95035,95035,37.443638,-121.874953,4390
95037,95037,37.173636,-121.598435,14187
95039,95039,36.82815,-121.776583,3487
95041,95041,37.050419,-122.057816,181
95043,95043,36.525776,-120.951723,26604
95045,95045,36.825807,-121.518565,6256
95046,95046,37.099308,-121.59924,4010
95050,95050,37.351143,-121.95231,2085
95051,95051,37.348637,-121.984368,2341
95053,95053,37.348723,-121.937557,375
95054,95054,37.39341,-121.964701,2266
95060,95060,37.036461,-122.12175,7477
95062,95062,36.970518,-121.987466,2039
95064,95064,36.991107,-122.059022,1243
95065,95065,37.031475,-121.98334,3037
95066,95066,37.067919,-122.013991,3952
95070,95070,37.260475,-122.046174,4581
95073,95073,37.042254,-121.930051,4180
95075,95075,36.779046,-121.142439,8756
95076,95076,36.945781,-121.756058,10608
95110,95110,37.346524,-121.909833,1962
95111,95111,37.283111,-121.826245,2114
95112,95112,37.344483,-121.883536,2418
95113,95113,37.333694,-121.891002,529
95116,95116,37.350421,-121.852585,1720
95117,95117,37.31121,-121.961884,1454
95118,95118,37.255364,-121.891912,1833
95119,95119,37.230327,-121.785227,1528
95120,95120,37.185746,-121.842738,5723
95121,95121,37.304164,-121.809865,1910
95122,95122,37.328684,-121.835271,1979
95123,95123,37.244238,-121.831604,2614
95124,95124,37.256836,-121.922728,2322
95125,95125,37.295049,-121.891409,2567
95126,95126,37.326773,-121.916746,1646
95127,95127,37.371092,-121.800755,3273
95128,95128,37.315975,-121.936309,1793
95129,95129,37.305743,-122.000927,1929
95130,95130,37.277121,-121.986133,1129
95131,95131,37.387105,-121.897415,2192
95132,95132,37.427519,-121.751106,6509
95133,95133,37.371606,-121.860844,1622
95134,95134,37.428561,-121.94345,2881
95135,95135,37.283813,-121.658469,4995
95136,95136,37.269128,-121.850992,1960
95138,95138,37.247422,-121.734624,4595
95139,95139,37.224915,-121.764071,1006
95140,95140,37.393503,-121.620009,10094
95148,95148,37.335998,-121.777641,2786
95202,95202,37.959736,-121.288287,942
95203,95203,37.949618,-121.329227,2255
95204,95204,37.973736,-121.319246,2050
95205,95205,37.964578,-121.259841,2737
95206,95206,37.918854,-121.417427,10932
95207,95207,38.002125,-121.324979,2447
95209,95209,38.046863,-121.352802,2628
95210,95210,38.030177,-121.297912,2336
95211,95211,37.97925,-121.313409,357
95212,95212,38.049939,-121.23297,4216
95215,95215,37.949395,-121.157059,8835
95219,95219,38.051726,-121.483036,6834
95220,95220,38.200231,-121.235031,6888
95222,95222,38.072109,-120.631346,11160
95223,95223,38.433968,-119.968436,15392
95224,95224,38.231324,-120.322688,3060
95225,95225,38.193792,-120.875901,2402
95226,95226,38.228948,-120.856627,2157
95227,95227,38.210353,-121.051256,5532
95228,95228,37.907268,-120.688285,9383
95230,95230,37.99765,-120.894682,9893
95231,95231,37.873919,-121.290011,2954
95232,95232,38.355339,-120.594015,2551
95233,95233,38.161669,-120.368144,2402
95234,95234,37.925763,-121.528026,5260
95236,95236,38.02973,-121.02389,9438
95237,95237,38.161879,-121.149837,2565
95240,95240,38.114388,-121.144658,8257
95242,95242,38.137068,-121.384546,8897
95245,95245,38.302747,-120.609465,7511
95246,95246,38.229886,-120.512927,6557
95247,95247,38.138539,-120.452903,5862
95248,95248,38.317709,-120.461112,5121
95249,95249,38.189115,-120.638708,8311
95250,95250,38.237837,-120.428657,2962
95251,95251,38.080062,-120.45358,3010
95252,95252,38.149816,-120.84667,10048
95254,95254,38.192438,-120.95774,2139
95255,95255,38.419902,-120.474458,6063
95257,95257,38.379703,-120.448,3540
95258,95258,38.172065,-121.308915,1630
95301,95301,37.321106,-120.654407,7169
95303,95303,37.470288,-120.671083,5668
95304,95304,37.671103,-121.406559,11466
95305,95305,37.794225,-120.26914,3428
95306,95306,37.365322,-120.160386,10619
95307,95307,37.554315,-120.951381,5255
95310,95310,38.085839,-120.37855,5709
95311,95311,37.705914,-120.082359,14053
95312,95312,37.421071,-120.652983,898
95313,95313,37.431392,-121.051294,6515
95314,95314,38.319132,-119.796208,4551
95315,95315,37.421901,-120.769284,3879
95316,95316,37.569597,-120.687563,7405
95317,95317,37.12738,-120.506433,6609
95318,95318,37.653372,-119.784117,5709
95319,95319,37.639356,-120.903086,716
95320,95320,37.825598,-121.005157,8548
95321,95321,37.86424,-120.004566,12016
95322,95322,37.166199,-121.024432,11988
95323,95323,37.609568,-120.685923,4962
95324,95324,37.394536,-120.890747,5843
95325,95325,37.465621,-120.225809,5792
95326,95326,37.589098,-120.855436,4758
95327,95327,37.861625,-120.480322,11380
95328,95328,37.558276,-120.909848,915
95329,95329,37.666587,-120.411517,9445
95330,95330,37.812493,-121.308772,4211
95333,95333,37.242252,-120.240431,9807
95334,95334,37.347307,-120.742627,6795
95335,95335,38.124887,-120.093146,5890
95336,95336,37.830267,-121.20102,5619
95337,95337,37.743039,-121.23838,6119
95338,95338,37.507011,-119.983789,16750
95340,95340,37.345776,-120.42415,5723
95341,95341,37.231045,-120.501072,11104
95345,95345,37.583767,-119.976728,5132
95346,95346,38.065529,-120.170699,2224
95348,95348,37.392287,-120.498299,6258
95350,95350,37.671905,-121.007318,2709
95351,95351,37.624099,-120.997117,2706
95354,95354,37.639029,-120.964772,2452
95355,95355,37.672906,-120.946594,2795
95356,95356,37.718573,-121.032309,4328
95357,95357,37.671153,-120.886268,5731
95358,95358,37.611634,-121.107858,9905
95360,95360,37.326007,-121.193665,16610
95361,95361,37.787236,-120.759278,13819
95363,95363,37.453033,-121.230314,9855
95364,95364,38.2247,-119.759979,14973
95365,95365,37.331113,-120.294817,3536
95366,95366,37.762766,-121.125277,5325
95367,95367,37.729282,-120.942905,1912
95368,95368,37.713269,-121.085404,1650
95369,95369,37.531889,-120.437413,11460
95370,95370,37.984401,-120.348066,9223
95372,95372,37.991289,-120.262791,1486
95374,95374,37.316807,-120.855753,6197
95375,95375,38.189554,-120.024082,1584
95376,95376,37.7372,-121.433372,2508
95377,95377,37.674004,-121.516857,9437
95379,95379,37.939765,-120.188046,6665
95380,95380,37.47422,-120.875272,7866
95382,95382,37.527558,-120.851106,2945
95383,95383,38.11276,-120.225746,8036
95385,95385,37.609821,-121.248495,4516
95386,95386,37.66729,-120.622092,8380
95387,95387,37.497542,-121.342568,9780
95388,95388,37.41467,-120.586787,5654
95389,95389,37.61941,-119.684081,13950
95391,95391,37.768222,-121.60951,4423
95401,95401,38.449137,-122.793752,4123
95403,95403,38.503685,-122.754057,4261
95404,95404,38.525733,-122.690443,8120
95405,95405,38.437113,-122.665993,2124
95407,95407,38.394514,-122.744328,4324
95409,95409,38.4685,-122.582123,5625
95410,95410,39.20447,-123.690434,5732
95412,95412,38.713421,-123.349777,8404
95415,95415,39.015263,-123.37077,6751
95417,95417,39.68979,-123.610022,7880
95420,95420,39.366146,-123.804985,1285
95421,95421,38.628217,-123.160834,13363
95422,95422,38.973012,-122.623922,5389
95423,95423,39.064446,-122.626701,9209
95425,95425,38.823053,-123.063859,13023
95426,95426,38.833425,-122.734061,4089
95427,95427,39.244183,-123.563531,7578
95428,95428,39.824803,-123.179609,13626
95429,95429,39.72093,-123.300262,5740
95430,95430,38.461425,-123.047186,442
95431,95431,38.348343,-122.517056,250
95432,95432,39.108492,-123.64542,7753
95435,95435,39.007213,-122.86951,356
95436,95436,38.486828,-122.905617,4352
95437,95437,39.487427,-123.742356,8977
95439,95439,38.493179,-122.777546,1502
95441,95441,38.731694,-122.906767,9167
95442,95442,38.371539,-122.487306,4486
95443,95443,39.054011,-122.751253,1857
95444,95444,38.433216,-122.869001,472
95445,95445,38.83252,-123.472532,8397
95446,95446,38.519427,-123.010679,5209
95448,95448,38.622985,-122.889121,12455
95449,95449,38.936137,-123.119445,10376
95450,95450,38.501322,-123.170912,4757
95451,95451,38.922136,-122.789564,8905
95452,95452,38.425523,-122.53521,3441
95453,95453,39.045931,-122.941077,8307
95454,95454,39.806096,-123.516147,14837
95456,95456,39.258886,-123.759164,2882
95457,95457,38.882973,-122.53272,11062
95458,95458,39.161278,-122.745312,6355
95459,95459,38.976628,-123.604854,7436
95460,95460,39.305245,-123.748616,4745
95461,95461,38.754006,-122.55211,10159
95462,95462,38.46216,-123.018314,2200
95463,95463,39.186791,-123.558382,3050
95464,95464,39.128384,-122.849352,1655
95465,95465,38.417342,-123.046012,5864
95466,95466,39.081822,-123.504872,8804
95467,95467,38.808264,-122.539952,2848
95468,95468,38.918887,-123.605684,7330
95469,95469,39.390917,-123.052841,12000
95470,95470,39.312941,-123.246092,8248
95471,95471,38.524077,-122.968774,1090
95472,95472,38.398815,-122.861923,7549
95476,95476,38.249428,-122.466627,9609
95482,95482,39.136804,-123.261089,16008
95485,95485,39.225478,-122.922912,9293
95486,95486,38.474137,-123.024203,125
95488,95488,39.683707,-123.741609,8552
95490,95490,39.492842,-123.340973,17991
95492,95492,38.527956,-122.821481,3960
95493,95493,39.184728,-122.969574,1932
95494,95494,38.889651,-123.337821,9212
95497,95497,38.725274,-123.458314,3647
95501,95501,40.79872,-124.151556,2409
